"","id","name","terminalName","lastCommWithServer","lat","long","installed","locked","installDate","removalDate","temporary","public","nbBikes","nbEmptyDocks","latestUpdateTime","date","total","percentBikes","percentDocks"
"1","1","20th & Bell St","31000","1404414509850","38.8561","-77.0512","true","false","1316059200000","","false","true",22,23,"1404392006396",2014-07-03 08:53:26,45,0.488888888888889,0.511111111111111
"2","2","18th & Eads St.","31001","1404414487693","38.85725","-77.05332","true","false","1284989400000","","false","true",18,27,"1404408163295",2014-07-03 13:22:43,45,0.4,0.6
"3","3","20th & Crystal Dr","31002","1404414349046","38.8564","-77.0492","true","false","1284464580000","","false","true",3,24,"1404411201155",2014-07-03 14:13:21,27,0.111111111111111,0.888888888888889
"4","4","15th & Crystal Dr","31003","1404414310592","38.86017","-77.049593","true","false","1284464880000","","false","true",22,23,"1404413584634",2014-07-03 14:53:04,45,0.488888888888889,0.511111111111111
"5","5","Aurora Hills Community Ctr/18th & Hayes St","31004","1404414510715","38.857866","-77.05949","true","false","1284464880000","","false","true",21,24,"1404410294759",2014-07-03 13:58:14,45,0.466666666666667,0.533333333333333
"6","6","12th & Hayes St /  Pentagon City Metro","31005","1404414314156","38.862303","-77.059936","true","false","1284464940000","","false","true",24,3,"1404410163964",2014-07-03 13:56:03,27,0.888888888888889,0.111111111111111
"7","7","S Joyce & Army Navy Dr","31006","1404414417714","38.8637","-77.0633","true","false","1284464940000","","false","true",21,24,"1404409278699",2014-07-03 13:41:18,45,0.466666666666667,0.533333333333333
"8","8","Crystal City Metro / 18th & Bell St","31007","1404414463516","38.8573","-77.0511","true","false","1284465000000","","false","true",23,4,"1404414462957",2014-07-03 15:07:42,27,0.851851851851852,0.148148148148148
"9","9","12th & Army Navy Dr","31008","1404414339635","38.8629","-77.0528","true","false","1284465000000","","false","true",22,23,"1404409904667",2014-07-03 13:51:44,45,0.488888888888889,0.511111111111111
"10","10","27th & Crystal Dr","31009","1404414325942","38.848441","-77.051516","true","false","1284465060000","","false","true",4,27,"1404414325231",2014-07-03 15:05:25,31,0.129032258064516,0.870967741935484
