"","id","name","terminalName","lastCommWithServer","lat","long","installed","locked","installDate","removalDate","temporary","public","nbBikes","nbEmptyDocks","latestUpdateTime","date","total","percentBikes","percentDocks"
"1","1","20th & Bell St","31000","1403193506392","38.8561","-77.0512","true","false","1316059200000","","false","true",23,26,"1403183674548",2014-06-19 09:14:34,49,0.469387755102041,0.530612244897959
"2","2","18th & Eads St.","31001","1403193475588","38.85725","-77.05332","true","false","1284989400000","","false","true",22,28,"1403190303248",2014-06-19 11:05:03,50,0.44,0.56
"3","3","20th & Crystal Dr","31002","1403193439123","38.8564","-77.0492","true","false","1284464580000","","false","true",26,28,"1403188190229",2014-06-19 10:29:50,54,0.481481481481481,0.518518518518518
"4","4","15th & Crystal Dr","31003","1403193464416","38.86017","-77.049593","true","false","1284464880000","","false","true",23,27,"1403192498596",2014-06-19 11:41:38,50,0.46,0.54
"5","5","Aurora Hills Community Ctr/18th & Hayes St","31004","1403193414101","38.857866","-77.05949","true","false","1284464880000","","false","true",19,29,"1403192887605",2014-06-19 11:48:07,48,0.395833333333333,0.604166666666667
"6","6","12th & Hayes St /  Pentagon City Metro","31005","1403193471557","38.862303","-77.059936","true","false","1284464940000","","false","true",3,30,"1403191563621",2014-06-19 11:26:03,33,0.0909090909090909,0.909090909090909
"7","7","S Joyce & Army Navy Dr","31006","1403193293754","38.8637","-77.0633","true","false","1284464940000","","false","true",23,27,"1403185392728",2014-06-19 09:43:12,50,0.46,0.54
"8","8","Crystal City Metro / 18th & Bell St","31007","1403193444830","38.8573","-77.0511","true","false","1284465000000","","false","true",27,3,"1403190321452",2014-06-19 11:05:21,30,0.9,0.1
"9","9","12th & Army Navy Dr","31008","1403193316028","38.8629","-77.0528","true","false","1284465000000","","false","true",24,26,"1403187017894",2014-06-19 10:10:17,50,0.48,0.52
"10","10","27th & Crystal Dr","31009","1403193308039","38.848441","-77.051516","true","false","1284465060000","","false","true",27,3,"1403193066421",2014-06-19 11:51:06,30,0.9,0.1
"11","11","S Glebe & Potomac Ave","31010","1403193478842","38.8426","-77.0502","true","false","1284465120000","","false","true",25,25,"1403193236300",2014-06-19 11:53:56,50,0.5,0.5
"12","12","23rd & Crystal Dr","31011","1403193485516","38.8533","-77.0498","true","false","1284465120000","","false","true",27,29,"1403192931406",2014-06-19 11:48:51,56,0.482142857142857,0.517857142857143
"13","13","26th & S Clark St","31012","1403193413537","38.850688","-77.05152","true","false","1284465300000","","false","true",2,3,"1403184206019",2014-06-19 09:23:26,5,0.4,0.6
"14","14","19th St & Pennsylvania Ave NW","31100","1403193507213","38.9003","-77.0429","true","false","1284465360000","","false","true",22,4,"1403193505833",2014-06-19 11:58:25,26,0.846153846153846,0.153846153846154
"15","15","14th & V St NW","31101","1403193395524","38.9176","-77.0321","true","false","1284465420000","","false","true",1,19,"1403191704366",2014-06-19 11:28:24,20,0.05,0.95
"16","16","11th & Kenyon St NW","31102","1403193512904","38.929464","-77.027822","true","false","1286539080000","","false","true",26,11,"1403193511510",2014-06-19 11:58:31,37,0.702702702702703,0.297297297297297
"17","17","16th & Harvard St NW","31103","1403193474163","38.926088","-77.036536","true","false","1284465480000","","false","true",12,22,"1403193473499",2014-06-19 11:57:53,34,0.352941176470588,0.647058823529412
"18","18","Adams Mill & Columbia Rd NW","31104","1403193404912","38.922925","-77.042581","true","false","1284465540000","","false","true",2,7,"1403193161907",2014-06-19 11:52:41,9,0.222222222222222,0.777777777777778
"19","19","14th & Harvard St NW","31105","1403193336184","38.9268","-77.0322","true","false","1284465540000","","false","true",24,6,"1403193335610",2014-06-19 11:55:35,30,0.8,0.2
"20","20","Calvert & Biltmore St NW","31106","1403193514556","38.923203","-77.047637","true","false","1284465600000","","false","true",25,9,"1403192789951",2014-06-19 11:46:29,34,0.735294117647059,0.264705882352941
"21","21","Lamont & Mt Pleasant NW","31107","1403193303686","38.9319","-77.0388","true","false","1284465600000","","false","true",26,4,"1403189547836",2014-06-19 10:52:27,30,0.866666666666667,0.133333333333333
"22","22","4th & M St SW","31108","1403193503220","38.8767","-77.0178","true","false","1284465660000","","false","true",19,12,"1403193260755",2014-06-19 11:54:20,31,0.612903225806452,0.387096774193548
"23","23","15th & P St NW","31201","1403193304120","38.90985","-77.034438","true","false","1284465660000","","false","true",2,10,"1403192819998",2014-06-19 11:46:59,12,0.166666666666667,0.833333333333333
"24","24","14th & R St NW","31202","1403193462400","38.912682","-77.031681","true","false","1284465720000","","false","true",1,7,"1403192603880",2014-06-19 11:43:23,8,0.125,0.875
"25","25","14th & Rhode Island Ave NW","31203","1403193361146","38.9086","-77.0323","true","false","1284465780000","","false","true",2,16,"1403193359415",2014-06-19 11:55:59,18,0.111111111111111,0.888888888888889
"26","26","20th & E St NW","31204","1403193464328","38.8963","-77.045","true","false","1284465840000","","false","true",7,1,"1403191773970",2014-06-19 11:29:33,8,0.875,0.125
"27","27","21st & I St NW","31205","1403193522804","38.9008","-77.047","true","false","1283861040000","","false","true",13,7,"1403193521128",2014-06-19 11:58:41,20,0.65,0.35
